benchmarking,file,topic,description,started_at_time,ended_time,duration_secs,number_of_bytes
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237320.5575345,1517237320.634792,0.07725763320922852,-1
benchmarking,simulator_no_flask,stream_file,,1517237320.6350305,1517237320.6556082,0.020577669143676758,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237320.6657634,1517237320.6690736,0.0033102035522460938,-1
benchmarking,simulator_no_flask,image_binning,,1517237320.6691241,1517237320.6691253,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237320.6691453,1517237320.7205985,0.0514531135559082,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237320.6657634,1517237320.7206428,0.05487942695617676,-1
benchmarking,simulator_no_flask,stream_file,,1517237320.7208982,1517237320.7395215,0.01862335205078125,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237320.7496715,1517237320.7527907,0.003119230270385742,-1
benchmarking,simulator_no_flask,image_binning,,1517237320.7528372,1517237320.7528381,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237320.7528572,1517237320.8002672,0.047410011291503906,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237320.7496715,1517237320.8003092,0.05063772201538086,-1
benchmarking,simulator_no_flask,stream_file,,1517237320.800539,1517237320.818584,0.01804494857788086,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237320.8287003,1517237320.8316116,0.0029113292694091797,-1
benchmarking,simulator_no_flask,image_binning,,1517237320.8316562,1517237320.8316572,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237320.8316748,1517237320.9117558,0.08008098602294922,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237320.8287003,1517237320.9118152,0.0831148624420166,-1
benchmarking,simulator_no_flask,stream_file,,1517237320.9121346,1517237320.934671,0.022536277770996094,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237320.9448524,1517237320.9486148,0.003762483596801758,-1
benchmarking,simulator_no_flask,image_binning,,1517237320.9486744,1517237320.9486756,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237320.9486988,1517237321.0077524,0.059053659439086914,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237320.9448524,1517237321.0078003,0.06294798851013184,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.0080533,1517237321.0285654,0.020512104034423828,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.038735,1517237321.0428963,0.004161357879638672,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.04297,1517237321.0429716,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.0430026,1517237321.1228383,0.07983565330505371,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.038735,1517237321.1228964,0.08416152000427246,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.1232102,1517237321.1419866,0.018776416778564453,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.1521516,1517237321.1556592,0.0035076141357421875,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.1557128,1517237321.1557143,1.430511474609375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.1557353,1517237321.2095935,0.053858280181884766,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.1521516,1517237321.209636,0.05748438835144043,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.209866,1517237321.2308996,0.021033525466918945,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.2410464,1517237321.2438726,0.002826213836669922,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.243918,1517237321.243919,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.243937,1517237321.2917671,0.04783010482788086,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.2410464,1517237321.2918096,0.05076313018798828,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.2920504,1517237321.3204675,0.028417110443115234,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.330642,1517237321.3344467,0.0038046836853027344,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.3345206,1517237321.3345222,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.3345537,1517237321.4139082,0.07935452461242676,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.330642,1517237321.4139638,0.08332180976867676,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.4142709,1517237321.4316828,0.01741194725036621,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.4418485,1517237321.4453747,0.0035262107849121094,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.4454277,1517237321.445429,1.430511474609375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.445451,1517237321.5023985,0.05694746971130371,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.4418485,1517237321.5024436,0.060595035552978516,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.5026948,1517237321.5191429,0.016448020935058594,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.5293021,1517237321.5324082,0.0031061172485351562,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.5324645,1517237321.5324655,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.5324848,1517237321.5823596,0.04987478256225586,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.5293021,1517237321.582402,0.053099870681762695,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.5826383,1517237321.5987482,0.016109943389892578,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.6089191,1517237321.6119015,0.0029823780059814453,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.6119463,1517237321.6119475,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.6119652,1517237321.6695716,0.05760645866394043,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.6089191,1517237321.6696136,0.06069445610046387,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.6698418,1517237321.686604,0.016762256622314453,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.696759,1517237321.699723,0.002964019775390625,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.6997674,1517237321.6997683,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.6997864,1517237321.74967,0.04988360404968262,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.696759,1517237321.7497127,0.05295372009277344,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.7499466,1517237321.7669334,0.016986846923828125,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.7770462,1517237321.7797475,0.002701282501220703,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.7797909,1517237321.7797918,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.7798102,1517237321.8289242,0.04911398887634277,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.7770462,1517237321.828965,0.051918745040893555,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.829198,1517237321.8491778,0.01997995376586914,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.8593361,1517237321.862237,0.002900838851928711,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.8622825,1517237321.8622837,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.862303,1517237321.9129,0.05059695243835449,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.8593361,1517237321.9129395,0.053603410720825195,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.9131708,1517237321.9308712,0.0177004337310791,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237321.9409852,1517237321.943775,0.002789735794067383,-1
benchmarking,simulator_no_flask,image_binning,,1517237321.943821,1517237321.943822,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237321.9438396,1517237321.9916441,0.04780459403991699,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237321.9409852,1517237321.9916863,0.050701141357421875,-1
benchmarking,simulator_no_flask,stream_file,,1517237321.991927,1517237322.011241,0.019314050674438477,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.0214484,1517237322.0244057,0.0029573440551757812,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.0244496,1517237322.0244508,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.0244682,1517237322.1015625,0.07709431648254395,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.0214484,1517237322.1016176,0.0801692008972168,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.1019156,1517237322.1219974,0.020081758499145508,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.1322203,1517237322.1369448,0.0047245025634765625,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.136993,1517237322.136994,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.1370132,1517237322.1844518,0.047438621520996094,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.1322203,1517237322.1844962,0.052275896072387695,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.1847277,1517237322.202849,0.01812124252319336,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.212984,1517237322.2160363,0.003052234649658203,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.216083,1517237322.216084,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.2161028,1517237322.265991,0.04988813400268555,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.212984,1517237322.2660334,0.053049325942993164,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.266276,1517237322.28336,0.017084121704101562,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.2935145,1517237322.2965288,0.0030143260955810547,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.2966022,1517237322.296604,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.2966354,1517237322.3736453,0.07700991630554199,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.2935145,1517237322.3737006,0.08018612861633301,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.3739955,1517237322.394072,0.020076513290405273,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.4042811,1517237322.4080665,0.003785371780395508,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.408125,1517237322.408126,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.4081485,1517237322.4854877,0.07733917236328125,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.4042811,1517237322.485542,0.08126091957092285,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.4858398,1517237322.5097973,0.023957490921020508,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.5199816,1517237322.5239658,0.003984212875366211,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.5240293,1517237322.5240307,1.430511474609375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.5240562,1517237322.5860302,0.06197404861450195,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.5199816,1517237322.5860782,0.06609654426574707,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.5863333,1517237322.604929,0.01859569549560547,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.615108,1517237322.6184206,0.0033125877380371094,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.61847,1517237322.6184711,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.618491,1517237322.6701894,0.05169844627380371,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.615108,1517237322.6702313,0.055123329162597656,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.6704595,1517237322.692512,0.022052526473999023,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.7026691,1517237322.7062976,0.0036284923553466797,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.7063715,1517237322.7063732,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.706404,1517237322.7801065,0.07370257377624512,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.7026691,1517237322.7801619,0.07749271392822266,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.7804747,1517237322.8029456,0.022470951080322266,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.813083,1517237322.8171048,0.004021883010864258,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.8171813,1517237322.817183,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.8172147,1517237322.8974512,0.08023643493652344,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.813083,1517237322.8975086,0.08442568778991699,-1
benchmarking,simulator_no_flask,stream_file,,1517237322.8978338,1517237322.9192793,0.021445512771606445,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237322.9294548,1517237322.9332867,0.0038318634033203125,-1
benchmarking,simulator_no_flask,image_binning,,1517237322.933363,1517237322.9333649,1.9073486328125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237322.9333978,1517237323.0103533,0.07695555686950684,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237322.9294548,1517237323.010409,0.08095431327819824,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.010706,1517237323.0318525,0.021146535873413086,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.0420504,1517237323.0459187,0.0038683414459228516,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.0459776,1517237323.045979,1.430511474609375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.0460026,1517237323.1055267,0.0595240592956543,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.0420504,1517237323.1055717,0.0635213851928711,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.1058114,1517237323.125053,0.0192415714263916,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.1352422,1517237323.1383388,0.0030965805053710938,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.1383867,1517237323.1383877,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.138407,1517237323.1869648,0.04855775833129883,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.1352422,1517237323.1870074,0.05176520347595215,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.1872396,1517237323.2054756,0.01823592185974121,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.2156193,1517237323.2199955,0.00437617301940918,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.2200665,1517237323.2200682,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.2200985,1517237323.2957928,0.07569432258605957,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.2156193,1517237323.2958481,0.08022880554199219,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.2961438,1517237323.3145487,0.01840496063232422,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.3247213,1517237323.328476,0.0037546157836914062,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.3285458,1517237323.3285472,1.430511474609375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.32857,1517237323.3858106,0.05724072456359863,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.3247213,1517237323.3858554,0.06113409996032715,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.386095,1517237323.4030159,0.016920804977416992,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.413152,1517237323.416284,0.0031321048736572266,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.41633,1517237323.4163313,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.4163494,1517237323.467501,0.05115151405334473,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.413152,1517237323.4675431,0.05439114570617676,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.4677818,1517237323.4874501,0.0196683406829834,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.4976091,1517237323.5004709,0.0028617382049560547,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.5005162,1517237323.5005174,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.5005357,1517237323.5483298,0.04779410362243652,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.4976091,1517237323.5483716,0.05076241493225098,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.5486012,1517237323.5740275,0.025426387786865234,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.584222,1517237323.5889966,0.004774570465087891,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.5890694,1517237323.589071,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.5891023,1517237323.6578112,0.06870889663696289,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.584222,1517237323.6578584,0.07363629341125488,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.6580944,1517237323.6773283,0.01923394203186035,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.6875353,1517237323.6923056,0.0047702789306640625,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.6923826,1517237323.6923845,1.9073486328125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.6924162,1517237323.7685547,0.07613849639892578,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.6875353,1517237323.768613,0.08107781410217285,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.7689588,1517237323.7886016,0.01964282989501953,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.7987611,1517237323.8021705,0.0034093856811523438,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.8022237,1517237323.8022249,1.1920928955078125e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.802246,1517237323.8547235,0.052477359771728516,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.7987611,1517237323.8547676,0.056006431579589844,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.8549995,1517237323.8759186,0.020919084548950195,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.8860826,1517237323.8894045,0.0033218860626220703,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.8894534,1517237323.8894544,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.8894742,1517237323.9404497,0.05097556114196777,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.8860826,1517237323.9404922,0.05440950393676758,-1
benchmarking,simulator_no_flask,stream_file,,1517237323.9407284,1517237323.9617796,0.02105116844177246,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237323.9719594,1517237323.9750185,0.0030591487884521484,-1
benchmarking,simulator_no_flask,image_binning,,1517237323.9750628,1517237323.9750638,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237323.975082,1517237324.0245583,0.04947638511657715,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237323.9719594,1517237324.0246005,0.05264115333557129,-1
benchmarking,simulator_no_flask,stream_file,,1517237324.0248318,1517237324.044282,0.01945018768310547,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237324.0544448,1517237324.0575662,0.0031213760375976562,-1
benchmarking,simulator_no_flask,image_binning,,1517237324.0576096,1517237324.0576105,9.5367431640625e-07,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237324.0576289,1517237324.1075401,0.0499112606048584,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237324.0544448,1517237324.107582,0.05313730239868164,-1
benchmarking,simulator_no_flask,stream_file,,1517237324.107818,1517237324.1286252,0.020807266235351562,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237324.1387851,1517237324.1423533,0.0035681724548339844,-1
benchmarking,simulator_no_flask,image_binning,,1517237324.1424258,1517237324.1424274,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237324.1424592,1517237324.2175372,0.07507801055908203,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237324.1387851,1517237324.2175915,0.07880640029907227,-1
benchmarking,simulator_no_flask,stream_file,,1517237324.217883,1517237324.2394152,0.021532058715820312,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237324.2496104,1517237324.253731,0.004120588302612305,-1
benchmarking,simulator_no_flask,image_binning,,1517237324.2538078,1517237324.2538095,1.6689300537109375e-06,-1
benchmarking,simulator_no_flask,image_to_bytes,,1517237324.2538412,1517237324.3278704,0.07402920722961426,-1
benchmarking,simulator_no_flask,prepare_image_bytes_method,,1517237324.2496104,1517237324.3279262,0.07831573486328125,-1
benchmarking,simulator_no_flask,stream_file,,1517237324.328237,1517237324.348455,0.0202178955078125,-1
benchmarking,simulator_no_flask,read_image_from_disk,,1517237324.3586428,1517237324.3630524,0.0044095516204833984,-1
benchmarking,simulator_no_flask,image_binning,,1517237324.3631299,1517237324.3631315,1.6689300537109375e-06,-1
